tile_x,tile_y,panoid,lat,lon,is_third_party,is_official_panoid
75036,47441,gW2nWCjXCyduSefMTfdkSw,44.431756,26.0939792,0,1
75036,47441,kDOtQ4l1aZfed_nhrnScpg,44.4316847,26.0940551,0,1
75036,47441,eUB-8f2xMNgDcOnk1YgQWw,44.4316121,26.0941319,0,1
75036,47441,kXC3zWWCVxTWvaixu0vVXg,44.4315395,26.0942092,0,1
75036,47441,6DpSNdVyLUPLG5lU62rN4g,44.4314678,26.0942853,0,1
75036,47441,k3iETBLHUEMlxJmrwod2jA,44.4313964,26.0943612,0,1
75036,47441,wbU2ZBzUctPqh0gTJzOevA,44.431325,26.0944367,0,1
75036,47441,KKpGaadQhcvHqcwXJ3FM4w,44.4318202,26.0932163,0,1
75036,47441,yIsVHl8AC2h4Fh1otHV_2A,44.4317779,26.0933299,0,1
75036,47441,BFF9xiU29fNgbc3m4DP5hA,44.4317222,26.0934353,0,1
75036,47441,ZvkqSzBwbo9tuV0p8YG8BQ,44.4316489,26.0935113,0,1
75036,47441,MtpX7AhJYM7nobr08V7OdA,44.431581,26.0935895,0,1
75036,47441,o3Plev2b-R0Ndhton-PE3Q,44.4315091,26.0936739,0,1
75036,47441,IgXadWPQRsfTYCw1-Lz8Aw,44.4313053,26.0945643,0,1
75036,47441,qoMU5_d-LSOvh1_6q6wOsQ,44.4317332,26.093753,0,1
75036,47441,COw9xD6GEZbSiQ6Rf6Cqmw,44.431662,26.0938348,0,1
75036,47441,k9IL6KsKKTAeJjqVYVNDFA,44.4317462,26.0938765,0,1
75036,47441,7SarUh4oSIYIjq7Ug3Bqqg,44.4315887,26.093916,0,1
75036,47441,lNHWzm22k_WlDw-Vrn9fbQ,44.4315175,26.0939916,0,1
75036,47441,sspaMxhSHdiRhMCcQwdNvw,44.4316654,26.0939551,0,1
75036,47441,CfZr0y0C0I7QufEyLtGeiw,44.4314444,26.094076,0,1
75036,47441,jTirBddcHVh02M_ERxjmtQ,44.4313618,26.0941862,0,1
75036,47441,SYaI3pEIQP6QScJ_rcMdzg,44.4315994,26.0940214,0,1
75036,47441,YyV64lQoL2uACZLb3RzCWw,44.4315233,26.0941124,0,1
75036,47441,SAEoGduB1qrsrIp0_d3jHA,44.4314468,26.0941842,0,1
75036,47441,SAlK9YCDL1hDpypvfUjabg,44.4313252,26.0943053,0,1
75036,47441,WlKRPPKx-SGDmGxxp2N5kQ,44.4314954,26.0950998,0,1
75036,47441,-OEsHhJNmcv77EEWfEebkQ,44.4315794,26.0950068,0,1
75036,47441,ywFvhKvT4ukVi45P4k_h-g,44.4314128,26.0951896,0,1
75036,47441,2d6dVhguIcp5kOTdxRiu7A,44.4316579,26.094922,0,1
75036,47441,CvJK_jvslY524dCEvLBOBw,44.431724,26.0948511,0,1
75036,47441,1-SFU86lHdgFFjLKYjJ8kQ,44.4318005,26.0947724,0,1
75036,47441,9Bthhi7os3qTniWah7sNEw,44.4316137,26.0942411,0,1
75036,47441,86XK7Nr7mGeYHs0M66HZ8g,44.4316833,26.0941655,0,1
75036,47441,QNMf5y2NbNZufDWrAYX97w,44.4315428,26.0943154,0,1
75036,47441,_4sJrWrHVgMSwdDxSQMpRA,44.4314701,26.0943901,0,1
75036,47441,TAjF2HJ_jwo0nmWV1Cphuw,44.4313971,26.0944691,0,1
75036,47441,j61IMRGL8MxkvKmF2Oi_Fg,44.4317582,26.0940846,0,1
75036,47441,10pKAUaY49LBq-36Y7vG9g,44.431276,26.0951272,0,1
75036,47441,DlXhBIu6_itrZJuf2yNxKQ,44.4313549,26.0950369,0,1
75036,47441,mBvRQt99fCAb-o8wgP49ig,44.4314304,26.0949548,0,1
75036,47441,8RgexaRF3AXdqfal0zzZYA,44.4317883,26.0945623,0,1
75036,47441,MYWJ6dyE52peq8c2YuO5Vw,44.431717,26.0946411,0,1
75036,47441,Z1tRuxEQgdCX-tHwWTrCFg,44.4316452,26.0947213,0,1
75036,47441,qc7EI9zEVWj9ytgSjTQLHA,44.431572,26.0948,0,1
75036,47441,oFFwD7Eu0YvTo9u0_z8rmg,44.4315016,26.0948791,0,1
75036,47441,AVJvoc0SNRBXCtpoxK44uA,44.4312025,26.0952085,0,1
75036,47441,KfDuRzSsITL2Q6pa8_GlUg,44.4303652,26.0938954,0,1
75036,47441,Fhq3WduTYvuzieXfG1xuiA,44.4313284,26.0937591,0,1
75036,47441,sEiWoxkOVO6GX8j7ggI5FQ,44.4310357,26.0948545,0,1
75036,47441,eUEfjMjj-hnv2C3oE2NZNw,44.4308916,26.0950091,0,1
75036,47441,ariARihTXvaYwJMxNRMU3g,44.4300523,26.0931613,0,1
75036,47441,vZtiFrlFkKx48K1P7naLHg,44.430378,26.0937642,0,1
75036,47441,F6-CG0CcZgKIfkVjVLwdsw,44.4301492,26.0934909,0,1
75036,47441,8HrDUEekaCbO--xQbpjgzw,44.4304144,26.0932248,0,1
